ID,Site,Year,Trip,Type,Hour,Dive Count
MO06,Moraine,2020,2,short,12,39
MO06,Moraine,2020,2,short,13,61
MO06,Moraine,2020,2,short,14,39
MO06,Moraine,2020,2,short,15,42
MO06,Moraine,2020,2,short,16,41
MO06,Moraine,2020,2,short,17,41
MO06,Moraine,2020,2,short,18,18
MO06,Moraine,2020,3,short,5,24
MO06,Moraine,2020,3,short,6,34
MO06,Moraine,2020,3,short,7,20
MO06,Moraine,2020,3,short,8,34
MO06,Moraine,2020,3,short,9,25
MO06,Moraine,2020,3,short,10,12
MO13,Moraine,2020,1,short,4,36
MO13,Moraine,2020,1,short,5,3
MO13,Moraine,2020,1,short,6,44
MO13,Moraine,2020,1,short,7,38
MO13,Moraine,2020,1,short,8,27
MO13,Moraine,2020,1,short,9,23
MO13,Moraine,2020,1,short,10,21
MO13,Moraine,2020,1,short,11,25
MO13,Moraine,2020,1,short,12,31
MO13,Moraine,2020,1,short,13,37
MO13,Moraine,2020,1,short,14,152
MO13,Moraine,2020,1,short,15,46
MO13,Moraine,2020,1,short,16,31
MO13,Moraine,2020,1,short,17,37
MO13,Moraine,2020,1,short,18,50
MO13,Moraine,2020,2,short,5,20
MO13,Moraine,2020,2,short,6,74
MO13,Moraine,2020,2,short,7,45
MO13,Moraine,2020,2,short,8,70
MO13,Moraine,2020,2,short,9,56
MO13,Moraine,2020,2,short,10,51
MO13,Moraine,2020,2,short,11,24
MO13,Moraine,2020,2,short,12,45
MO13,Moraine,2020,2,short,13,33
